Ticker,return_6m,volatility,avg_volume,up_ratio,early_return,mid_return,late_return,cluster,is_recovery
CNC,-0.3882629843388944,0.04672197832772817,12914426.356589148,0.53125,-0.488649752426345,0.09128345583826714,0.13616491405434772,0,True
ELV,-0.12086315308256257,0.025283804800909283,2125006.976744186,0.5,-0.07539904860055102,0.03055555921909292,0.0562434354513377,0,True
FICO,-0.1808786513431927,0.03514291534025932,339526.3565891473,0.5234375,-0.27712965304444837,0.018521067650427714,0.12213969599116337,0,True
FSLR,0.311431274920166,0.0378760457864904,3386502.3255813955,0.484375,-0.1355580318296543,0.18272448968915023,0.2010820263259907,0,True
REGN,0.21740958414928424,0.02671483362244764,1115214.7286821706,0.5390625,-0.039590681890772306,0.04715123181474756,0.18445772843723307,0,True
STLD,0.17086586329277842,0.021699700841442494,1354118.6046511629,0.515625,-0.04309290363284046,0.06496384559642099,0.13972619356551186,0,True
WAT,0.09850016947337425,0.02266830418254976,712393.023255814,0.5234375,-0.16161910514524014,0.020746237592470296,0.2493414220460164,0,True
