cluster,return_6m,volatility,avg_volume,up_ratio
0,0.044866519789528436,0.02933338422091052,6146028.508634199,0.5026504933411101
1,0.214008561669746,0.015530875015144096,4664905.690979563,0.5564630681818182
2,0.8459418093951615,0.02839191597985749,62222515.89147287,0.5591517857142857
3,-0.05044766215525744,0.01544923921496217,4362737.460397708,0.4848165760869565
