Ticker,return_6m,volatility,avg_volume,up_ratio,early_return,mid_return,late_return,cluster
NI,0.1471323515379701,0.011703708277996725,4318534.883720931,0.5546875,0.05966208547883567,-0.014637491578009643,0.08979783245240647,1
NKE,0.051873446626416575,0.02321343838398953,14936825.581395349,0.4765625,0.1757516425654515,0.0020288601068012557,-0.11257087075756689,0
NOC,0.23356422732393,0.013828689711254966,784553.4883720931,0.546875,0.14439699940583695,0.11035462041535271,-0.03306303549733425,1
NOW,-0.17178274949834804,0.016733427956335235,1464554.2635658914,0.453125,-0.05828672865407014,-0.02829590153533801,-0.1051590464291573,3
NRG,0.0795851463717061,0.024374151192890346,2763075.19379845,0.484375,-0.057538393665785614,0.1172024271968437,0.006282683483200602,0
NSC,0.18889624166895214,0.010288814956628641,1753599.2248062016,0.5625,0.07936000533539689,0.035717858735217156,0.026422830140603537,1
NTAP,0.10837684311967388,0.01631184755283019,1993817.054263566,0.5,0.05033396909700216,0.15030301662004586,-0.11300815064265946,3
NTRS,0.21337783114931907,0.016063424160402472,1508193.7984496125,0.5390625,0.18145901725713487,0.02355961693947206,-0.01598955057057805,1
NUE,0.2724444502545469,0.020947273827593097,1860610.0775193798,0.5078125,0.18163127580591576,0.015488450414774979,0.03907360764988432,1
NVDA,0.40530466956966693,0.019841128380454667,184852393.7984496,0.5625,0.26630637379875743,0.010924056431064422,0.11674206158085143,2
NVR,0.014553037072037478,0.01650519910055547,19916.279069767443,0.484375,0.02909067821388689,0.10375161748395123,-0.1063520887914351,3
NWS,-0.09874243425184581,0.014743372392973733,992994.5736434108,0.484375,0.04680842897617565,-0.055100786012764136,-0.1082956830977504,3
NWSA,-0.0718362748372815,0.014123396984488409,3639042.6356589147,0.4609375,0.05695079668994674,-0.011223101137445846,-0.13496526581171842,3
NXPI,-0.05866792924370223,0.021463083018931704,2549382.9457364343,0.4609375,0.048636665304154114,-0.01563468419235292,-0.11172199447619335,3
O,0.07096657858573052,0.009859988234296334,5444965.891472869,0.5078125,0.051132759965711205,0.07427264855750115,-0.0400158164415948,3
ODFL,-0.2265331889012342,0.0205782224874533,1920299.2248062016,0.4609375,-0.061423283056284084,-0.09205981579800915,-0.06700049686037401,3
OKE,-0.16291397604547586,0.013925659209683312,3764451.9379844964,0.484375,-0.08590227747187884,-0.09524835674361742,-0.01742288229810318,3
OMC,-0.03181551407448857,0.018261542139094606,3877602.3255813955,0.484375,-0.016290128984826513,0.09502418422116721,-0.057049545747234975,3
ON,0.0380530393135774,0.03251464669391814,9007948.837209303,0.453125,0.3168141471927921,-0.16579697861335974,-0.05783134763528219,0
ORCL,0.3728817303499241,0.042877153568006206,18769889.14728682,0.53125,0.4839689125395623,0.2327638241966139,-0.2593585694517965,0
ORLY,0.11787466703083416,0.012424729017131084,4982131.007751938,0.5390625,0.03233683280782795,0.15067151002875168,-0.05499760719426705,1
OTIS,-0.06289368555927821,0.015129070597316373,2815269.7674418604,0.5390625,0.049276350278697034,-0.11308920895018759,-0.005092852639642764,1
OXY,-0.013498429724391192,0.01880972542496414,10749319.379844962,0.5,-0.021726612310239313,0.10253236422006862,-0.09387583034741698,3
PANW,0.07517028057788666,0.019072781626306656,6528539.534883721,0.5703125,0.008852815586377849,0.025779486397304208,0.010486436264355081,1
PAYC,-0.35219244457376586,0.020214770925769007,658709.3023255814,0.484375,-0.13084096022354363,-0.049205373527286156,-0.2263773183883937,3
PAYX,-0.24977296360892332,0.014635139785241292,2541613.9534883723,0.4609375,-0.06420628966116149,-0.07447571110488316,-0.14552718666719233,3
PCAR,0.016675884704419053,0.015461888368708165,2787543.410852713,0.4453125,0.007818291702857305,0.09727090887442946,-0.049049157085374495,3
PCG,-0.028362393084010895,0.01860868629876347,25147260.465116277,0.5,-0.22586266112556774,0.1274510058182976,0.09459372801168842,3
PEG,0.08884786741131068,0.01198131688264839,2794095.3488372094,0.5703125,0.07155617141254944,-0.010717223572985213,0.029963894362434296,1
PEP,0.15914954860910702,0.014084428351744461,8638165.891472869,0.46875,0.06527947623036834,-0.027779099097075766,0.03271267093209773,3
PFE,0.1780789110210237,0.016657716206833952,52921682.94573643,0.5078125,0.11762033862560628,-0.010886892168334494,0.06034384800507464,2
PFG,0.06293570140936522,0.013226670445209183,1196314.7286821706,0.5546875,-0.0053491193974869455,-0.0011513221745792501,0.04464507275664564,1
PG,-0.05252778671954972,0.009444278758485037,7748980.620155038,0.4765625,-0.027148492417246817,0.022560573777149262,-0.0725214242861606,3
PGR,-0.18985230641327477,0.013926663001835385,3437509.302325581,0.4765625,-0.11365127835427102,-0.009301595109476701,-0.07527852907248922,3
PH,0.23846741773045776,0.014370513629663252,619710.8527131783,0.5546875,0.05247400572665395,0.04504839317304121,0.128976454583291,1
PHM,0.1642041904766478,0.021088631135485657,2112897.6744186045,0.4921875,0.07314589799990867,0.22702025107659507,-0.11730054169267634,3
PKG,0.04040227032101251,0.014886842729078207,746532.5581395349,0.515625,0.0624167628518153,0.0517493477459241,-0.07006790117905226,3
PLD,0.16271617975374442,0.01464089488087486,3689460.465116279,0.5234375,0.03365812972081583,0.08096274358590305,0.07849681701042144,1
